TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20120722,25.642,1.0,21.485,2.558,1.0,28.366,5.075,1.0,23.613,19.201,2.264,26.503,5.39,25.642,1.0,21.485,2.558,1.0,28.366,5.075,1.0,468.499,344.683,1.0,335.323,344.683,1.0,380.175,1.0,372.536,380.175,1.0,385.081,1.0,377.713,385.081,1.0,20.221,1.0,15.616,20.221,1.0,101.11,101.058,1.0,0.009,0.009,0.0,4.336,3.474,1.0,0.3624791666666667,1.0,211.63295833333333,1.0,684.5267083333333,1.0,33.97114583333334,1.0,50.5918125,1.0,461.208375,1.0,349.736,1.0,26.174,25.559,1.0,1.0,27.323,39.495,1.0,1.0,11.4285,1.0,156.029,1.0,193.917,190.928,201.259,3.92894,8.60705,5.05903,1.0,6.28748,6.19058,6.52553,2.41354,2.42628,15.0,1,19,29,19,29,-2.63544,1.0,0.290509,0.320653,-2.64899,1.0,0.297617,0.327107,-2.7701,0.963542,0.0218206,-3.09723,-2.91167,-2.87674,-2.75177,-2.67097,-2.64021,-2.60106,0.9375,0.895833,1.0,1.0,0.979167,1.0,0.916667,9.40763,1.16221,1.0,0.238258,0.391937,-10.3672,9.58738,1.0,0.436276,0.442469,9.37465,1.18373,1.0,0.238646,0.392173,-10.3672,9.58738,1.0,0.448211,0.454242,8.53532,8.82019,8.9466,9.1292,9.39746,9.4426,9.48988,0.947368,1.0,0.789474,1.0,1.0,1.0,1.0,-10.6658,-10.5147,-10.4455,-10.3672,-10.3672,-10.3672,-10.34,0.931034,0.931034,0.931034,1.0,1.0,1.0,1.0,10.5722,10.6794,10.4633,0.0315319,10.173,10.2667,10.3352,10.3926,10.5918,10.6255,10.7698,13.3872,13.3283,13.2334,0.027305,13.0087,13.0849,13.0924,13.2151,13.3173,13.3544,13.4903,11.0487,11.0759,10.8227,0.0610083,10.1843,10.5113,10.6775,10.9469,11.0269,11.0768,11.0989,12.8629,12.9647,12.9329,0.0295751,12.7726,12.869,12.8816,12.9202,12.9697,13.0293,13.2268,-9999,-9999
20120723,20.73,1.0,17.252,1.158,1.0,23.009,4.185,1.0,21.529,17.319,1.26,24.288,4.488,20.73,1.0,17.252,1.158,1.0,23.009,4.185,1.0,467.35,343.925,1.0,333.102,343.925,1.0,342.837,1.0,359.187,342.837,1.0,364.791,1.0,362.393,364.791,1.0,11.091,1.0,12.125,11.091,1.0,101.231,101.179,1.0,0.001,0.001,0.0,4.286,3.667,1.0,0.39789583333333334,1.0,210.35410416666664,1.0,685.4621874999999,1.0,34.12354166666666,1.0,52.52804166666667,1.0,422.5159791666667,1.0,341.527,1.0,24.187,24.211,1.0,1.0,26.992,38.826,1.0,1.0,3.9376,1.0,116.069,1.0,144.253,142.03,149.715,3.00326,6.43988,52.6176,1.0,65.3944,64.3865,67.8703,3.42832,4.29216,15.0,1,19,29,19,29,-3.42374,1.0,0.335784,0.337025,-3.44845,1.0,0.339224,0.340452,-3.44363,0.998437,0.00906407,-3.48411,-3.48152,-3.47491,-3.45966,-3.44613,-3.42374,-3.337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.4716,0.715693,1.0,0.249508,0.254488,-11.0112,9.95038,1.0,0.510019,0.510955,8.41142,0.882556,1.0,0.246969,0.251999,-11.0112,9.95038,1.0,0.516302,0.517227,8.27138,8.31688,8.33359,8.35428,8.38951,8.41707,8.48708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.0351,-11.0112,-11.0112,-11.0112,-10.9914,-10.9494,-10.8019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.5961,9.68459,9.57204,0.0221483,9.35663,9.43392,9.45193,9.56939,9.67151,9.70652,9.77832,13.1765,13.133,13.0157,0.0228134,12.7098,12.8537,12.9175,13.0257,13.1297,13.1668,13.2091,10.1083,10.032,10.0013,0.0351725,9.66531,9.69274,9.76204,10.0562,10.1083,10.1284,10.402,13.0199,13.162,13.1383,0.0216466,12.987,13.0199,13.0408,13.1208,13.1561,13.1693,13.4553,-9999,-9999
20120724,19.495,1.0,15.241,1.447,1.0,22.283,4.976,1.0,19.937,15.371,2.026,22.928,5.487,19.495,1.0,15.241,1.447,1.0,22.283,4.976,1.0,466.168,352.993,1.0,344.299,352.993,1.0,329.756,1.0,338.302,329.756,1.0,352.44,1.0,338.425,352.44,1.0,10.05,1.0,11.08,10.05,1.0,101.36,101.333,1.0,0.003,0.003,0.0,3.738,4.143,1.0,0.45529166666666665,1.0,207.71012499999998,1.0,693.9807916666667,1.0,34.33135416666667,1.0,54.70016666666667,1.0,418.82633333333325,1.0,333.559,1.0,23.096,23.203,1.0,1.0,26.818,38.601,1.0,1.0,3.36067,1.0,116.572,1.0,144.995,142.646,150.364,2.77786,6.3601,42.9967,1.0,53.4803,52.6138,55.4606,3.40224,4.00357,15.0,1,19,29,19,29,-3.89595,1.0,0.299444,0.301505,-3.89595,1.0,0.299413,0.301474,-3.9165,1.0,0.00856837,-4.0843,-3.96633,-3.89595,-3.89595,-3.89595,-3.89595,-3.88647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.35881,0.911273,1.0,0.249032,0.249337,-11.6905,10.0565,1.0,0.448881,0.45464,8.35881,0.911273,1.0,0.249098,0.249402,-11.6905,10.0565,1.0,0.448812,0.454571,8.29582,8.35881,8.35881,8.35881,8.35881,8.38344,8.40868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.9393,-11.8348,-11.6905,-11.6905,-11.6905,-11.6905,-11.6905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.46432,9.53623,9.46513,0.0191284,9.27824,9.33608,9.34949,9.45555,9.54804,9.592,9.63968,13.5099,13.4322,13.3816,0.0213551,13.1742,13.232,13.2454,13.3603,13.5014,13.521,13.5445,10.0911,10.0521,10.0652,0.0209618,9.85372,9.9519,9.98021,10.0544,10.0828,10.1357,10.3506,13.644,13.755,13.7198,0.0139459,13.6225,13.6353,13.6461,13.6971,13.7556,13.7887,13.9067,-9999,-9999
20120725,19.072,1.0,14.92,1.474,1.0,21.792,4.421,1.0,19.222,14.736,1.025,22.161,4.67,19.072,1.0,14.92,1.474,1.0,21.792,4.421,1.0,464.953,343.248,1.0,338.358,343.248,1.0,329.436,1.0,341.33,329.436,1.0,353.029,1.0,341.9,353.029,1.0,9.332,1.0,9.848,9.332,1.0,101.424,101.397,1.0,0.0,0.0,0.0,4.052,4.436,1.0,0.49802083333333336,1.0,204.4800625,1.0,683.2070833333333,1.0,33.744791666666664,1.0,53.6999375,1.0,413.0126041666667,1.0,334.339,1.0,22.595,22.74,1.0,1.0,26.697,38.433,1.0,1.0,2.1095,1.0,116.011,1.0,146.308,141.987,149.893,2.99539,6.58167,46.9014,1.0,59.1503,57.4033,60.5995,3.23374,4.00884,15.0,1,19,29,19,29,-4.34892,1.0,0.284865,0.287173,-4.32998,1.0,0.287199,0.289488,-4.35368,1.0,0.00608994,-4.43441,-4.40266,-4.35103,-4.34528,-4.32998,-4.32998,-4.32998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.53896,0.820165,1.0,0.226065,0.229898,-12.531,11.0534,1.0,0.429542,0.429959,8.5615,0.808446,1.0,0.232606,0.236333,-12.5156,11.0832,1.0,0.431989,0.432404,8.4119,8.47789,8.52945,8.54246,8.5615,8.5615,8.5615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.6015,-12.5535,-12.5306,-12.5226,-12.5156,-12.5156,-12.5156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.53328,9.59136,9.53697,0.0161594,9.39066,9.42242,9.44513,9.5222,9.59287,9.65433,9.70679,14.0298,13.9213,13.8906,0.0188243,13.7206,13.7524,13.7751,13.8932,13.9971,14.0124,14.055,10.2127,10.1638,10.2067,0.0181528,10.022,10.0488,10.1629,10.1916,10.2271,10.2706,10.4315,13.7485,13.8142,13.7846,0.0100522,13.7102,13.7208,13.7351,13.769,13.8251,13.8605,13.8972,-9999,-9999
20120726,17.625,1.0,14.189,1.552,1.0,19.876,3.966,1.0,17.866,13.706,1.305,20.592,4.737,17.625,1.0,14.189,1.552,1.0,19.876,3.966,1.0,463.706,349.205,1.0,337.272,349.205,1.0,325.366,1.0,339.536,325.366,1.0,341.07,1.0,339.841,341.07,1.0,7.724,1.0,9.003,7.724,1.0,101.403,101.375,1.0,0.0,0.0,0.0,4.806,5.248,1.0,0.5805833333333333,1.0,207.60983333333334,1.0,697.7407499999999,1.0,35.056666666666665,1.0,56.152375000000006,1.0,409.3515208333333,1.0,330.296,1.0,21.464,21.793,1.0,1.0,26.638,38.345,1.0,1.0,-0.149271,1.0,99.3702,1.0,127.257,121.621,128.624,2.69853,5.85123,61.1364,1.0,78.2935,74.8258,79.1348,2.83554,4.27121,15.0,1,19,29,19,29,-3.91313,1.0,0.265966,0.265966,-3.91313,1.0,0.267546,0.267546,-3.91313,1.0,4.26667e-16,-3.91313,-3.91313,-3.91313,-3.91313,-3.91313,-3.91313,-3.91313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.38537,0.899311,1.0,0.212525,0.212525,-11.7353,10.3979,1.0,0.400713,0.400713,8.38537,0.899311,1.0,0.215212,0.215212,-11.7353,10.3979,1.0,0.402769,0.402769,8.38537,8.38537,8.38537,8.38537,8.38537,8.38537,8.38537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.7353,-11.7353,-11.7353,-11.7353,-11.7353,-11.7353,-11.7353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.31056,9.35682,9.32803,0.0135542,9.21403,9.22328,9.24401,9.30378,9.40248,9.42614,9.4446,13.3511,13.27,13.2412,0.0135542,13.1272,13.1364,13.1571,13.2169,13.3156,13.3393,13.3577,9.99428,9.83374,9.90245,0.0211973,9.68138,9.71051,9.7681,9.95972,9.99592,10.0071,10.0701,14.2139,14.2285,14.222,0.00920496,14.1213,14.1417,14.1904,14.2214,14.2422,14.2789,14.3288,-9999,-9999
20120727,19.081,1.0,15.217,2.34,1.0,21.612,4.827,1.0,18.328,14.226,1.704,21.016,4.835,19.081,1.0,15.217,2.34,1.0,21.612,4.827,1.0,462.427,349.415,1.0,333.462,349.415,1.0,342.125,1.0,344.248,342.125,1.0,348.798,1.0,345.249,348.798,1.0,9.768,1.0,8.953,9.768,1.0,101.521,101.474,1.0,0.002,0.002,0.0,4.509,4.391,1.0,0.4962291666666667,1.0,206.1656875,1.0,690.6003958333334,1.0,34.141979166666665,1.0,55.937958333333334,1.0,427.91741666666667,1.0,332.865,1.0,22.239,22.202,1.0,1.0,26.574,38.251,1.0,1.0,3.65992,1.0,118.191,1.0,152.212,146.818,153.734,2.59866,5.74789,44.618,1.0,57.4609,55.4248,58.0357,3.16557,3.71036,15.0,1,19,29,19,29,-4.43353,1.0,0.234198,0.241547,-4.43783,1.0,0.238437,0.24566,-4.45617,0.998437,0.00842629,-4.53501,-4.53464,-4.48723,-4.43609,-4.43245,-4.41637,-4.41637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.4733,1.17733,1.0,0.234832,0.265908,-12.623,11.2833,1.0,0.34039,0.34039,8.46282,1.17609,1.0,0.248614,0.278154,-12.623,11.2833,1.0,0.34366,0.34366,8.22625,8.22715,8.33852,8.35754,8.4733,8.47664,8.51506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.623,-12.623,-12.623,-12.623,-12.623,-12.623,-12.623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.79465,9.85142,9.78912,0.0154997,9.653,9.68074,9.69379,9.7791,9.86478,9.90472,9.94204,14.3577,14.2892,14.2453,0.0173586,13.9372,14.1009,14.2015,14.2604,14.31,14.3384,14.3742,10.019,9.96458,10.0427,0.0319401,9.82147,9.85935,9.91172,9.99713,10.0486,10.2503,10.3835,14.3028,14.3332,14.3549,0.0169664,14.2431,14.2599,14.2788,14.3277,14.3939,14.4579,14.5749,-9999,-9999
20120728,20.218,1.0,16.019,2.892,1.0,22.969,5.085,1.0,19.052,14.937,2.113,21.747,4.972,20.218,1.0,16.019,2.892,1.0,22.969,5.085,1.0,461.116,348.851,1.0,340.109,348.851,1.0,344.395,1.0,337.083,344.395,1.0,355.663,1.0,337.026,355.663,1.0,11.307,1.0,9.175,11.307,1.0,101.601,101.56,1.0,0.0,0.0,0.0,4.17,3.36,1.0,0.3791666666666667,1.0,203.33225000000002,1.0,684.2103124999999,1.0,33.051874999999995,1.0,55.8276875,1.0,432.4136458333333,1.0,336.749,1.0,22.955,22.778,1.0,1.0,26.471,38.09,1.0,1.0,5.10654,1.0,120.578,1.0,155.531,149.857,160.937,2.59798,8.61456,27.9373,1.0,36.0357,34.7212,37.2883,3.34736,3.85049,15.0,1,19,29,19,29,-4.35821,1.0,0.276452,0.295567,-4.37464,1.0,0.281275,0.300083,-4.35716,0.998437,0.0236389,-4.55228,-4.46286,-4.45844,-4.3846,-4.33329,-4.25373,-4.08785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.92334,0.861456,1.0,0.258625,0.3058,-12.7977,11.4923,1.0,0.407086,0.41234,8.88414,0.892918,1.0,0.274795,0.319592,-12.7982,11.4913,1.0,0.410924,0.41613,8.3317,8.62928,8.63996,8.81672,8.94215,8.95563,8.97737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.798,-12.7977,-12.7753,-12.7716,-12.6856,-12.6664,-12.3381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.1997,10.2679,10.1935,0.0168062,10.0495,10.0676,10.086,10.1813,10.2888,10.3084,10.3476,14.6886,14.6425,14.5506,0.0247881,14.1282,14.4618,14.5094,14.6018,14.6334,14.6514,14.6886,9.49416,9.62136,9.78627,0.0805697,9.36446,9.40323,9.46801,9.57463,9.88547,10.4502,10.7333,14.1472,14.2614,14.3156,0.0365618,14.1072,14.1297,14.1642,14.2144,14.3695,14.6579,14.7184,-9999,-9999
20120729,21.136,1.0,17.225,2.432,1.0,23.698,5.479,1.0,19.741,15.781,2.508,22.335,5.363,21.136,1.0,17.225,2.432,1.0,23.698,5.479,1.0,459.773,347.274,1.0,336.39,347.274,1.0,346.788,1.0,341.279,346.788,1.0,360.192,1.0,341.841,360.192,1.0,12.729,1.0,10.544,12.729,1.0,101.54,101.493,1.0,0.0,0.0,0.0,4.095,2.77,1.0,0.32525,1.0,201.72910416666664,1.0,680.7351458333334,1.0,32.22035416666667,1.0,55.11222916666667,1.0,435.35460416666666,1.0,340.719,1.0,23.436,23.207,1.0,1.0,26.335,37.769,1.0,1.0,6.10015,1.0,128.262,1.0,165.723,159.536,186.659,2.87396,20.3104,23.4022,1.0,30.2371,29.1082,34.0569,3.14934,4.83487,15.0,1,19,29,19,29,-4.82138,1.0,0.277964,0.534282,-4.96594,1.0,0.283924,0.537407,-4.71557,0.988021,0.0586363,-5.05451,-5.05327,-4.99541,-4.94344,-4.50182,-4.1407,-4.04677,1.0,1.0,1.0,1.0,1.0,0.916667,0.958333,9.24132,0.905428,1.0,0.246938,0.502795,-13.7448,12.0012,1.0,0.412779,0.584376,8.8684,1.07566,1.0,0.276929,0.518183,-13.731,12.017,1.0,0.414925,0.585894,8.57471,8.57884,8.72959,8.85852,9.4205,9.45479,9.53926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-13.7448,-13.714,-13.6871,-13.6806,-13.3481,-12.8867,-12.69,1.0,1.0,1.0,1.0,1.0,0.862069,0.931034,10.5558,10.6346,10.5727,0.0219492,10.3836,10.3972,10.4236,10.5558,10.6888,10.7248,10.7378,15.5102,15.6005,15.2883,0.0471477,14.5952,14.7426,15.1337,15.4243,15.4937,15.4967,15.5102,8.97074,9.12694,9.46941,0.128327,8.73642,8.81574,8.94359,9.06782,9.72333,10.4921,10.9593,13.9646,14.1424,14.261,0.0569588,13.9202,13.9646,14.0545,14.0849,14.2841,14.6535,14.9773,-9999,-9999
20120730,23.275,1.0,18.038,5.128,1.0,26.706,6.622,1.0,22.734,18.24,4.456,25.679,7.066,23.275,1.0,18.038,5.128,1.0,26.706,6.622,1.0,458.397,348.341,1.0,344.56,348.341,1.0,360.275,1.0,342.661,360.275,1.0,370.158,1.0,343.427,370.158,1.0,16.95,1.0,14.727,16.95,1.0,101.36,101.328,1.0,0.0,0.0,0.0,2.794,1.533,1.0,0.1733125,1.0,209.69572916666667,1.0,675.09075,1.0,30.866854166666666,1.0,53.66014583333333,1.0,443.6710833333334,1.0,354.995,1.0,23.507,23.257,1.0,1.0,26.144,37.216,1.0,1.0,7.94367,1.0,140.074,1.0,181.311,179.383,204.046,3.72854,18.6585,16.0736,1.0,20.8056,20.5844,23.4144,3.01855,3.67597,15.0,1,19,29,19,29,-4.72318,0.875,0.270365,0.335377,-4.81505,0.958333,0.269224,0.334458,-4.67155,0.933333,0.0280788,-4.8994,-4.86291,-4.83981,-4.70615,-4.56941,-4.46602,-4.35461,0.979167,0.979167,0.979167,0.979167,0.8125,0.916667,0.875,9.87359,1.22291,1.0,0.243581,0.311625,-14.0024,12.6248,0.793103,0.400616,0.454049,9.82601,1.20315,1.0,0.244134,0.312058,-14.1177,13.2792,0.931034,0.398512,0.452193,9.52004,9.55193,9.55561,9.78341,9.87559,9.94066,9.98753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-14.2297,-14.0169,-13.9858,-13.8124,-13.7508,-13.5895,-13.47,0.965517,0.965517,0.965517,0.862069,0.965517,0.965517,0.827586,11.3213,11.4005,11.3153,0.0245487,11.0999,11.1292,11.1575,11.2921,11.4072,11.4618,11.5233,16.1806,16.2156,15.9869,0.0291172,15.718,15.779,15.8555,15.9773,16.1056,16.1509,16.2182,8.78423,8.81129,9.48707,0.187215,8.36161,8.51902,8.69638,8.81417,9.91211,10.8345,11.6236,13.847,14.0678,14.2723,0.0803143,13.7911,13.8747,13.9678,14.0405,14.4003,14.5678,15.3566,-9999,-9999
20120731,23.615,1.0,18.099,2.593,1.0,27.229,5.353,1.0,22.591,18.111,1.862,25.527,5.443,23.615,1.0,18.099,2.593,1.0,27.229,5.353,1.0,456.99,343.777,1.0,341.496,343.777,1.0,357.65,1.0,340.016,357.65,1.0,376.366,1.0,340.392,376.366,1.0,16.326,1.0,13.914,16.326,1.0,101.401,101.34,1.0,0.0,0.0,0.0,3.285,1.676,1.0,0.19339583333333332,1.0,204.89733333333334,1.0,668.1357083333334,1.0,30.358729166666667,1.0,53.733666666666664,1.0,441.06222916666667,1.0,371.164,1.0,24.176,23.914,1.0,1.0,25.899,36.384,1.0,1.0,7.07648,1.0,146.231,1.0,190.207,188.323,215.098,3.74049,20.1979,7.37529,1.0,9.59323,9.49821,10.8487,2.69323,2.87326,15.0,1,19,29,19,29,-4.18053,0.9375,0.264193,0.339369,-4.2274,0.979167,0.253014,0.330741,-4.24561,0.940625,0.0309805,-4.46876,-4.46508,-4.45688,-4.25173,-4.11782,-4.03906,-3.9133,0.979167,0.979167,0.979167,0.875,0.854167,0.916667,0.895833,9.84674,0.637696,1.0,0.245091,0.270365,-13.1193,12.9097,0.896552,0.389594,0.467712,9.80202,0.648181,1.0,0.259966,0.283918,-13.1647,12.948,0.965517,0.365854,0.44813,9.64036,9.65022,9.67202,9.78319,9.8736,9.87849,9.9032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-13.4456,-13.4438,-13.4415,-13.1941,-13.0573,-12.9262,-12.7106,0.965517,0.965517,0.965517,0.965517,0.758621,0.862069,0.827586,11.658,11.7277,11.6417,0.0246081,11.4213,11.4661,11.4867,11.635,11.7333,11.778,11.8502,15.9543,15.9551,15.8873,0.0222535,15.6108,15.7119,15.8545,15.8987,15.9464,15.9543,16.0501,8.78868,8.5972,9.42613,0.194873,8.17433,8.39142,8.63404,8.81113,9.94329,10.8403,11.5578,13.7642,13.9623,14.2978,0.0961345,13.704,13.8113,13.9383,14.0411,14.3962,14.7563,15.5964,-9999,-9999
20120801,22.326,1.0,16.722,3.852,1.0,25.998,6.275,1.0,21.189,16.61,2.095,24.189,5.674,22.326,1.0,16.722,3.852,1.0,25.998,6.275,1.0,455.552,350.0,1.0,340.43,350.0,1.0,343.094,1.0,336.777,343.094,1.0,363.74,1.0,336.675,363.74,1.0,15.394,1.0,12.598,15.394,1.0,101.583,101.5,1.0,0.001,0.001,0.0,3.278,2.236,1.0,0.26439583333333333,1.0,203.05758333333335,1.0,672.248125,1.0,30.4188125,1.0,56.00235416666667,1.0,432.17118750000003,1.0,361.494,1.0,23.527,23.346,1.0,1.0,25.641,35.527,1.0,1.0,5.04765,1.0,150.566,1.0,200.963,194.213,229.61,4.04821,26.55,1.66391,1.0,2.22084,2.14624,2.53742,2.82932,2.84414,15.0,1,19,29,19,29,-4.40278,1.0,0.257203,0.299655,-4.35259,1.0,0.258046,0.30038,-4.39281,0.968229,0.027286,-4.75459,-4.62363,-4.41964,-4.36894,-4.35205,-4.31612,-4.13671,0.916667,0.958333,0.979167,1.0,1.0,0.958333,0.916667,9.67613,1.05234,1.0,0.246082,0.276807,-13.362,12.5852,1.0,0.377229,0.473708,9.63946,1.06518,1.0,0.26132,0.290437,-13.2579,12.6511,1.0,0.374285,0.471366,9.49662,9.54548,9.56108,9.61023,9.79063,9.79899,9.81645,1.0,1.0,1.0,0.947368,1.0,1.0,1.0,-13.914,-13.7972,-13.444,-13.229,-13.2265,-13.2241,-13.0126,0.931034,0.931034,0.931034,1.0,1.0,1.0,0.862069,11.5325,11.5888,11.5246,0.0234128,11.3215,11.3505,11.3575,11.5318,11.6274,11.6513,11.7046,16.0221,15.9414,15.9174,0.0382166,15.6784,15.7025,15.7275,15.8406,16.0774,16.2189,16.3197,9.04296,8.57131,9.38953,0.161908,8.22869,8.45914,8.85512,9.02869,9.7308,10.6483,10.9361,14.256,14.3739,14.8734,0.106481,14.201,14.3051,14.5197,14.6318,14.9116,15.8638,16.2263,-9999,-9999
